IDucznia;Ocena;Data;IDprzedmiotu
392;2;2008-09-22;4
392;5;2008-09-22;4
393;1;2008-09-22;8
393;3;2008-09-22;5
405;3;2008-09-22;2
405;3;2008-09-22;7
412;3;2008-09-22;11
412;2;2008-09-22;1
414;3;2008-09-22;10
6;1;2008-09-23;4
9;3;2008-09-23;7
13;4;2008-09-23;7
21;2;2008-09-23;4
24;4;2008-09-23;8
31;4;2008-09-23;8
35;5;2008-09-23;2
37;3;2008-09-23;2
42;3;2008-09-23;2
45;4;2008-09-23;2
47;3;2008-09-23;9
57;1;2008-09-23;8
69;3;2008-09-23;5
97;2;2008-09-23;10
116;4;2008-09-23;9
122;2;2008-09-23;7
155;2;2008-09-23;9
164;2;2008-09-23;6
164;3;2008-09-23;2
176;3;2008-09-23;3
193;3;2008-09-23;7
210;4;2008-09-23;2
210;1;2008-09-23;9
213;2;2008-09-23;7
219;5;2008-09-23;7
225;3;2008-09-23;1
228;2;2008-09-23;9
246;2;2008-09-23;10
248;3;2008-09-23;5
251;5;2008-09-23;7
274;5;2008-09-23;9
284;1;2008-09-23;8
292;1;2008-09-23;4
293;3;2008-09-23;7
295;4;2008-09-23;7
299;2;2008-09-23;4
300;4;2008-09-23;8
303;4;2008-09-23;8
305;5;2008-09-23;2
306;3;2008-09-23;2
308;3;2008-09-23;2
310;4;2008-09-23;2
311;3;2008-09-23;9
316;1;2008-09-23;8
320;3;2008-09-23;5
332;2;2008-09-23;10
340;4;2008-09-23;9
343;2;2008-09-23;7
356;2;2008-09-23;9
360;2;2008-09-23;6
360;3;2008-09-23;2
365;3;2008-09-23;3
373;3;2008-09-23;7
380;4;2008-09-23;11
380;1;2008-09-23;9
381;2;2008-09-23;7
384;5;2008-09-23;7
386;3;2008-09-23;3
388;2;2008-09-23;9
395;2;2008-09-23;10
396;3;2008-09-23;5
398;5;2008-09-23;7
407;5;2008-09-23;9
411;1;2008-09-23;8
15;1;2008-09-24;10
23;3;2008-09-24;2
25;2;2008-09-24;5
26;2;2008-09-24;8
40;2;2008-09-24;5
44;2;2008-09-24;7
92;3;2008-09-24;2
93;2;2008-09-24;5
94;3;2008-09-24;8
103;2;2008-09-24;5
105;4;2008-09-24;8
107;4;2008-09-24;5
110;5;2008-09-24;10
115;4;2008-09-24;9
122;2;2008-09-24;2
128;5;2008-09-24;2
132;4;2008-09-24;3
139;4;2008-09-24;11
148;4;2008-09-24;6
160;3;2008-09-24;5
176;5;2008-09-24;7
180;1;2008-09-24;7
185;4;2008-09-24;6
192;2;2008-09-24;6
196;4;2008-09-24;5
214;3;2008-09-24;3
221;5;2008-09-24;4
228;3;2008-09-24;6
252;5;2008-09-24;8
265;4;2008-09-24;3
296;1;2008-09-24;10
300;3;2008-09-24;2
301;2;2008-09-24;5
301;2;2008-09-24;8
307;2;2008-09-24;5
309;2;2008-09-24;7
330;3;2008-09-24;2
331;2;2008-09-24;5
331;3;2008-09-24;8
335;2;2008-09-24;5
336;4;2008-09-24;8
337;4;2008-09-24;5
338;5;2008-09-24;10
340;4;2008-09-24;9
343;2;2008-09-24;2
345;5;2008-09-24;11
346;4;2008-09-24;3
349;4;2008-09-24;9
353;4;2008-09-24;6
358;3;2008-09-24;5
365;5;2008-09-24;7
367;1;2008-09-24;7
369;4;2008-09-24;6
372;2;2008-09-24;6
374;4;2008-09-24;5
382;3;2008-09-24;3
385;5;2008-09-24;4
388;3;2008-09-24;6
398;5;2008-09-24;8
403;4;2008-09-24;3
10;2;2008-09-25;5
24;4;2008-09-25;2
24;3;2008-09-25;6
29;1;2008-09-25;3
29;4;2008-09-25;8
39;1;2008-09-25;3
50;3;2008-09-25;2
65;2;2008-09-25;10
68;2;2008-09-25;8
81;1;2008-09-25;7
81;2;2008-09-25;5
87;3;2008-09-25;5
89;1;2008-09-25;7
89;5;2008-09-25;11
90;2;2008-09-25;6
93;2;2008-09-25;5
95;2;2008-09-25;5
96;3;2008-09-25;4
109;2;2008-09-25;4
111;3;2008-09-25;5
139;2;2008-09-25;2
149;4;2008-09-25;2
169;1;2008-09-25;8
171;3;2008-09-25;6
193;4;2008-09-25;6
201;2;2008-09-25;9
207;4;2008-09-25;8
212;4;2008-09-25;7
225;5;2008-09-25;3
228;2;2008-09-25;9
238;2;2008-09-25;2
238;3;2008-09-25;4
240;3;2008-09-25;8
273;3;2008-09-25;9
274;3;2008-09-25;6
274;1;2008-09-25;2
280;4;2008-09-25;7
287;3;2008-09-25;7
294;2;2008-09-25;5
300;4;2008-09-25;2
300;3;2008-09-25;6
302;1;2008-09-25;11
302;4;2008-09-25;8
307;1;2008-09-25;3
312;3;2008-09-25;2
319;2;2008-09-25;10
320;2;2008-09-25;8
325;1;2008-09-25;7
325;2;2008-09-25;5
328;3;2008-09-25;5
328;1;2008-09-25;7
328;5;2008-09-25;5
329;2;2008-09-25;6
331;2;2008-09-25;5
332;2;2008-09-25;5
332;3;2008-09-25;4
337;2;2008-09-25;4
338;3;2008-09-25;5
349;2;2008-09-25;2
353;4;2008-09-25;2
362;1;2008-09-25;8
363;3;2008-09-25;6
373;4;2008-09-25;6
376;2;2008-09-25;9
378;4;2008-09-25;8
381;4;2008-09-25;7
386;5;2008-09-25;3
388;2;2008-09-25;9
392;2;2008-09-25;2
392;3;2008-09-25;1
393;3;2008-09-25;8
407;3;2008-09-25;9
407;3;2008-09-25;6
407;1;2008-09-25;2
409;4;2008-09-25;7
412;3;2008-09-25;7
2;5;2008-09-26;9
26;2;2008-09-26;8
41;4;2008-09-26;9
44;4;2008-09-26;8
55;2;2008-09-26;3
73;1;2008-09-26;10
82;5;2008-09-26;9
84;1;2008-09-26;9
88;2;2008-09-26;3
90;2;2008-09-26;9
93;1;2008-09-26;8
94;3;2008-09-26;8
113;1;2008-09-26;3
116;5;2008-09-26;9
119;3;2008-09-26;9
122;4;2008-09-26;9
133;2;2008-09-26;8
158;3;2008-09-26;5
166;1;2008-09-26;3
172;2;2008-09-26;7
177;2;2008-09-26;9
183;5;2008-09-26;11
193;2;2008-09-26;6
211;3;2008-09-26;9
218;4;2008-09-26;6
225;5;2008-09-26;8
233;2;2008-09-26;4
234;3;2008-09-26;2
243;5;2008-09-26;10
245;2;2008-09-26;3
250;1;2008-09-26;6
265;4;2008-09-26;2
287;3;2008-09-26;4
289;4;2008-09-26;6
290;2;2008-09-26;7
290;5;2008-09-26;9
301;2;2008-09-26;8
308;4;2008-09-26;9
309;4;2008-09-26;8
315;2;2008-09-26;3
322;1;2008-09-26;10
326;5;2008-09-26;9
326;1;2008-09-26;9
328;2;2008-09-26;3
329;2;2008-09-26;9
331;1;2008-09-26;8
331;3;2008-09-26;8
339;1;2008-09-26;3
340;5;2008-09-26;9
342;3;2008-09-26;11
343;4;2008-09-26;9
347;2;2008-09-26;8
357;3;2008-09-26;5
361;1;2008-09-26;3
363;2;2008-09-26;7
366;2;2008-09-26;9
368;5;2008-09-26;10
373;2;2008-09-26;6
380;3;2008-09-26;9
384;4;2008-09-26;6
386;5;2008-09-26;8
390;2;2008-09-26;4
390;3;2008-09-26;2
394;5;2008-09-26;10
395;2;2008-09-26;3
397;1;2008-09-26;6
404;4;2008-09-26;2
412;3;2008-09-26;4
413;4;2008-09-26;6
414;2;2008-09-26;7
10;5;2008-09-27;5
16;5;2008-09-27;3
27;2;2008-09-27;7
50;3;2008-09-27;2
50;1;2008-09-27;5
67;5;2008-09-27;9
71;5;2008-09-27;8
83;3;2008-09-27;11
88;2;2008-09-27;8
100;2;2008-09-27;3
103;1;2008-09-27;6
104;3;2008-09-27;3
105;5;2008-09-27;9
111;3;2008-09-27;5
123;3;2008-09-27;10
123;2;2008-09-27;8
124;4;2008-09-27;3
136;4;2008-09-27;9
141;5;2008-09-27;7
141;4;2008-09-27;2
145;1;2008-09-27;3
146;3;2008-09-27;9
148;3;2008-09-27;6
170;4;2008-09-27;3
171;5;2008-09-27;6
176;2;2008-09-27;10
185;2;2008-09-27;1
197;4;2008-09-27;7
220;3;2008-09-27;7
228;4;2008-09-27;9
230;4;2008-09-27;5
239;4;2008-09-27;6
244;3;2008-09-27;3
255;2;2008-09-27;8
256;4;2008-09-27;1
257;5;2008-09-27;11
257;4;2008-09-27;4
274;2;2008-09-27;8
294;5;2008-09-27;5
297;5;2008-09-27;3
302;2;2008-09-27;7
312;3;2008-09-27;2
312;1;2008-09-27;5
319;5;2008-09-27;9
321;5;2008-09-27;8
326;3;2008-09-27;2
328;2;2008-09-27;8
334;2;2008-09-27;3
335;1;2008-09-27;6
335;3;2008-09-27;3
336;5;2008-09-27;9
338;3;2008-09-27;5
343;3;2008-09-27;10
343;2;2008-09-27;8
343;4;2008-09-27;3
348;4;2008-09-27;9
350;5;2008-09-27;7
350;4;2008-09-27;2
351;1;2008-09-27;3
352;3;2008-09-27;9
353;3;2008-09-27;6
362;4;2008-09-27;3
363;5;2008-09-27;6
365;2;2008-09-27;1
369;2;2008-09-27;1
374;4;2008-09-27;7
384;3;2008-09-27;7
388;4;2008-09-27;9
389;4;2008-09-27;5
392;4;2008-09-27;6
394;3;2008-09-27;3
399;2;2008-09-27;8
400;4;2008-09-27;1
400;5;2008-09-27;8
400;4;2008-09-27;4
407;2;2008-09-27;8
14;2;2008-09-28;2
17;3;2008-09-28;4
26;4;2008-09-28;5
38;5;2008-09-28;10
42;1;2008-09-28;9
50;3;2008-09-28;5
50;3;2008-09-28;3
50;4;2008-09-28;5
52;4;2008-09-28;7
53;4;2008-09-28;1
54;5;2008-09-28;9
67;1;2008-09-28;3
71;3;2008-09-28;7
74;4;2008-09-28;3
89;1;2008-09-28;3
93;5;2008-09-28;11
122;2;2008-09-28;8
134;1;2008-09-28;5
144;4;2008-09-28;7
157;5;2008-09-28;2
165;2;2008-09-28;1
178;4;2008-09-28;3
181;1;2008-09-28;2
188;3;2008-09-28;7
190;4;2008-09-28;7
195;2;2008-09-28;8
195;4;2008-09-28;1
204;3;2008-09-28;9
216;3;2008-09-28;2
221;4;2008-09-28;4
225;3;2008-09-28;5
230;5;2008-09-28;3
248;1;2008-09-28;9
269;3;2008-09-28;6
269;4;2008-09-28;6
274;3;2008-09-28;2
278;4;2008-09-28;3
289;2;2008-09-28;1
290;3;2008-09-28;1
296;2;2008-09-28;2
297;3;2008-09-28;4
301;4;2008-09-28;5
306;5;2008-09-28;10
308;1;2008-09-28;11
312;3;2008-09-28;5
312;3;2008-09-28;3
312;4;2008-09-28;5
313;4;2008-09-28;7
314;4;2008-09-28;1
314;5;2008-09-28;9
319;1;2008-09-28;3
321;3;2008-09-28;7
322;4;2008-09-28;3
329;1;2008-09-28;3
331;5;2008-09-28;8
343;2;2008-09-28;8
347;1;2008-09-28;5
351;4;2008-09-28;7
356;5;2008-09-28;2
360;2;2008-09-28;1
366;4;2008-09-28;3
367;1;2008-09-28;2
370;3;2008-09-28;7
371;4;2008-09-28;7
373;2;2008-09-28;8
373;4;2008-09-28;1
377;3;2008-09-28;9
383;3;2008-09-28;2
385;4;2008-09-28;4
386;3;2008-09-28;5
389;5;2008-09-28;3
396;1;2008-09-28;11
405;3;2008-09-28;6
405;4;2008-09-28;6
407;3;2008-09-28;2
409;4;2008-09-28;3
413;2;2008-09-28;1
414;3;2008-09-28;1
2;4;2008-09-29;1
26;2;2008-09-29;6
30;3;2008-09-29;8
58;3;2008-09-29;4
59;4;2008-09-29;2
64;4;2008-09-29;7
68;3;2008-09-29;6
73;2;2008-09-29;7
81;3;2008-09-29;10
87;2;2008-09-29;4
87;4;2008-09-29;4
88;3;2008-09-29;4
90;4;2008-09-29;10
106;4;2008-09-29;1
133;1;2008-09-29;2
137;3;2008-09-29;5
163;2;2008-09-29;10
171;4;2008-09-29;7
172;2;2008-09-29;3
176;5;2008-09-29;3
178;3;2008-09-29;5
180;2;2008-09-29;11
189;3;2008-09-29;7
217;3;2008-09-29;1
240;2;2008-09-29;2
250;2;2008-09-29;9
267;4;2008-09-29;4
271;2;2008-09-29;7
271;2;2008-09-29;4
275;4;2008-09-29;4
290;4;2008-09-29;1
301;2;2008-09-29;6
303;3;2008-09-29;8
316;3;2008-09-29;4
316;4;2008-09-29;2
318;4;2008-09-29;7
320;3;2008-09-29;6
322;2;2008-09-29;7
325;3;2008-09-29;10
328;2;2008-09-29;4
328;4;2008-09-29;4
328;3;2008-09-29;4
329;4;2008-09-29;10
336;4;2008-09-29;1
347;1;2008-09-29;2
348;3;2008-09-29;5
359;2;2008-09-29;10
363;4;2008-09-29;7
363;2;2008-09-29;3
365;5;2008-09-29;11
366;3;2008-09-29;5
367;2;2008-09-29;2
371;3;2008-09-29;7
383;3;2008-09-29;1
393;2;2008-09-29;2
397;2;2008-09-29;9
404;4;2008-09-29;4
406;2;2008-09-29;7
406;2;2008-09-29;4
408;4;2008-09-29;4
6;1;2008-09-30;2
9;1;2008-09-30;2
12;4;2008-09-30;2
17;4;2008-09-30;9
23;2;2008-09-30;10
31;5;2008-09-30;5
31;3;2008-09-30;7
32;3;2008-09-30;6
37;3;2008-09-30;2
41;3;2008-09-30;5
41;2;2008-09-30;10
43;3;2008-09-30;7
44;4;2008-09-30;8
45;2;2008-09-30;8
53;2;2008-09-30;7
66;3;2008-09-30;9
78;4;2008-09-30;9
78;3;2008-09-30;11
88;1;2008-09-30;9
112;3;2008-09-30;2
115;3;2008-09-30;3
134;4;2008-09-30;2
159;3;2008-09-30;6
171;4;2008-09-30;9
182;2;2008-09-30;1
192;2;2008-09-30;3
193;4;2008-09-30;5
194;5;2008-09-30;9
200;4;2008-09-30;10
207;4;2008-09-30;4
209;2;2008-09-30;6
229;2;2008-09-30;8
229;2;2008-09-30;3
232;3;2008-09-30;6
233;3;2008-09-30;6
237;5;2008-09-30;10
240;2;2008-09-30;4
252;1;2008-09-30;6
255;5;2008-09-30;9
292;1;2008-09-30;2
293;1;2008-09-30;2
295;4;2008-09-30;2
297;4;2008-09-30;9
300;2;2008-09-30;10
303;5;2008-09-30;5
303;3;2008-09-30;11
303;3;2008-09-30;6
306;3;2008-09-30;2
308;3;2008-09-30;5
308;2;2008-09-30;10
309;3;2008-09-30;7
309;4;2008-09-30;8
310;2;2008-09-30;8
314;2;2008-09-30;7
319;3;2008-09-30;9
324;4;2008-09-30;9
324;3;2008-09-30;6
328;1;2008-09-30;9
338;3;2008-09-30;2
340;3;2008-09-30;3
347;4;2008-09-30;2
357;3;2008-09-30;6
363;4;2008-09-30;9
368;2;2008-09-30;1
372;2;2008-09-30;3
373;4;2008-09-30;5
373;5;2008-09-30;9
375;4;2008-09-30;10
378;4;2008-09-30;4
379;2;2008-09-30;6
388;2;2008-09-30;8
388;2;2008-09-30;3
389;3;2008-09-30;6
390;3;2008-09-30;11
392;5;2008-09-30;10
393;2;2008-09-30;4
398;1;2008-09-30;6
399;5;2008-09-30;9
16;2;2008-10-01;9
28;2;2008-10-01;4
30;3;2008-10-01;1
45;3;2008-10-01;6
77;4;2008-10-01;4
79;4;2008-10-01;9
115;3;2008-10-01;6
132;5;2008-10-01;5
136;4;2008-10-01;10
151;3;2008-10-01;3
158;5;2008-10-01;3
161;2;2008-10-01;7
167;2;2008-10-01;6
172;4;2008-10-01;3
184;2;2008-10-01;8
188;4;2008-10-01;7
188;2;2008-10-01;8
192;2;2008-10-01;4
215;2;2008-10-01;6
230;1;2008-10-01;7
248;3;2008-10-01;8
279;4;2008-10-01;8
284;2;2008-10-01;2
297;2;2008-10-01;11
302;2;2008-10-01;4
303;3;2008-10-01;1
310;3;2008-10-01;6
324;4;2008-10-01;4
325;4;2008-10-01;9
340;3;2008-10-01;6
346;5;2008-10-01;5
348;4;2008-10-01;10
354;3;2008-10-01;3
357;5;2008-10-01;3
359;2;2008-10-01;7
361;2;2008-10-01;6
363;4;2008-10-01;3
368;2;2008-10-01;8
370;4;2008-10-01;7
370;2;2008-10-01;8
372;2;2008-10-01;4
382;2;2008-10-01;6
389;1;2008-10-01;7
396;3;2008-10-01;8
409;4;2008-10-01;8
411;2;2008-10-01;2
13;4;2008-10-02;10
27;2;2008-10-02;7
28;3;2008-10-02;9
37;5;2008-10-02;5
39;4;2008-10-02;3
49;2;2008-10-02;2
76;4;2008-10-02;9
78;2;2008-10-02;4
86;2;2008-10-02;7
100;5;2008-10-02;9
102;5;2008-10-02;4
104;2;2008-10-02;6
106;5;2008-10-02;6
107;4;2008-10-02;9
120;3;2008-10-02;5
127;3;2008-10-02;2
130;1;2008-10-02;5
151;4;2008-10-02;7
154;4;2008-10-02;3
168;4;2008-10-02;2
169;5;2008-10-02;8
176;5;2008-10-02;9
177;3;2008-10-02;5
184;3;2008-10-02;3
186;3;2008-10-02;7
195;5;2008-10-02;2
195;2;2008-10-02;9
197;2;2008-10-02;10
210;1;2008-10-02;3
236;3;2008-10-02;2
251;3;2008-10-02;7
254;3;2008-10-02;2
260;2;2008-10-02;5
260;2;2008-10-02;3
264;4;2008-10-02;10
265;4;2008-10-02;2
280;5;2008-10-02;6
282;5;2008-10-02;7
284;5;2008-10-02;7
295;4;2008-10-02;10
302;2;2008-10-02;7
302;3;2008-10-02;9
306;5;2008-10-02;5
307;4;2008-10-02;3
312;2;2008-10-02;2
323;4;2008-10-02;9
324;2;2008-10-02;4
327;2;2008-10-02;7
334;5;2008-10-02;9
334;5;2008-10-02;4
335;2;2008-10-02;6
336;5;2008-10-02;6
337;4;2008-10-02;9
342;3;2008-10-02;5
344;3;2008-10-02;2
345;1;2008-10-02;5
354;4;2008-10-02;7
355;4;2008-10-02;3
362;4;2008-10-02;2
362;5;2008-10-02;8
365;5;2008-10-02;9
366;3;2008-10-02;5
368;3;2008-10-02;3
369;3;2008-10-02;7
373;5;2008-10-02;2
373;2;2008-10-02;9
374;2;2008-10-02;10
380;1;2008-10-02;3
391;3;2008-10-02;2
398;3;2008-10-02;7
399;3;2008-10-02;2
401;2;2008-10-02;5
401;2;2008-10-02;3
403;4;2008-10-02;10
404;4;2008-10-02;2
409;5;2008-10-02;6
410;5;2008-10-02;7
411;5;2008-10-02;7
23;2;2008-10-03;10
41;2;2008-10-03;10
44;4;2008-10-03;3
45;4;2008-10-03;4
50;3;2008-10-03;2
54;2;2008-10-03;8
55;2;2008-10-03;8
57;5;2008-10-03;7
71;2;2008-10-03;9
83;2;2008-10-03;7
84;3;2008-10-03;5
98;5;2008-10-03;9
103;1;2008-10-03;2
116;5;2008-10-03;3
129;1;2008-10-03;4
159;2;2008-10-03;3
163;3;2008-10-03;7
191;2;2008-10-03;9
191;2;2008-10-03;8
193;2;2008-10-03;7
196;3;2008-10-03;4
234;4;2008-10-03;2
239;2;2008-10-03;5
249;4;2008-10-03;5
273;3;2008-10-03;3
286;4;2008-10-03;9
289;2;2008-10-03;2
290;3;2008-10-03;2
300;2;2008-10-03;10
308;2;2008-10-03;10
309;4;2008-10-03;3
310;4;2008-10-03;4
312;3;2008-10-03;2
314;2;2008-10-03;8
315;2;2008-10-03;8
316;5;2008-10-03;7
321;2;2008-10-03;9
326;2;2008-10-03;7
326;3;2008-10-03;5
333;5;2008-10-03;9
335;1;2008-10-03;2
340;5;2008-10-03;3
345;1;2008-10-03;4
357;2;2008-10-03;3
359;3;2008-10-03;7
371;2;2008-10-03;9
372;2;2008-10-03;8
373;2;2008-10-03;7
374;3;2008-10-03;4
390;4;2008-10-03;2
392;2;2008-10-03;5
397;4;2008-10-03;5
407;3;2008-10-03;3
412;4;2008-10-03;9
413;2;2008-10-03;2
414;3;2008-10-03;2
10;3;2008-10-04;4
19;5;2008-10-04;8
34;5;2008-10-04;8
41;2;2008-10-04;6
45;2;2008-10-04;5
48;4;2008-10-04;8
73;3;2008-10-04;3
76;1;2008-10-04;1
87;1;2008-10-04;2
107;5;2008-10-04;2
110;5;2008-10-04;3
116;5;2008-10-04;3
118;3;2008-10-04;3
123;2;2008-10-04;7
129;3;2008-10-04;3
131;3;2008-10-04;5
137;3;2008-10-04;4
144;2;2008-10-04;4
144;1;2008-10-04;5
145;4;2008-10-04;8
148;3;2008-10-04;4
152;4;2008-10-04;3
161;5;2008-10-04;2
176;3;2008-10-04;6
199;4;2008-10-04;1
202;4;2008-10-04;1
211;2;2008-10-04;8
224;5;2008-10-04;4
234;1;2008-10-04;9
234;1;2008-10-04;2
235;3;2008-10-04;6
244;2;2008-10-04;2
256;4;2008-10-04;2
294;3;2008-10-04;4
298;5;2008-10-04;8
304;5;2008-10-04;8
308;2;2008-10-04;6
310;2;2008-10-04;5
312;4;2008-10-04;8
322;3;2008-10-04;3
323;1;2008-10-04;1
328;1;2008-10-04;2
337;5;2008-10-04;2
338;5;2008-10-04;3
340;5;2008-10-04;3
341;3;2008-10-04;3
343;2;2008-10-04;7
345;3;2008-10-04;3
346;3;2008-10-04;5
348;3;2008-10-04;4
351;2;2008-10-04;4
351;1;2008-10-04;5
351;4;2008-10-04;8
353;3;2008-10-04;4
355;4;2008-10-04;3
359;5;2008-10-04;2
365;3;2008-10-04;6
375;4;2008-10-04;1
376;4;2008-10-04;1
380;2;2008-10-04;8
386;5;2008-10-04;4
390;1;2008-10-04;9
390;1;2008-10-04;2
390;3;2008-10-04;6
394;2;2008-10-04;2
400;4;2008-10-04;2
3;4;2008-10-05;5
37;3;2008-10-05;4
46;2;2008-10-05;10
104;5;2008-10-05;4
117;3;2008-10-05;5
122;1;2008-10-05;4
124;3;2008-10-05;2
129;3;2008-10-05;3
131;3;2008-10-05;9
134;5;2008-10-05;3
136;2;2008-10-05;7
158;3;2008-10-05;3
165;2;2008-10-05;4
174;4;2008-10-05;10
183;3;2008-10-05;6
210;2;2008-10-05;4
230;2;2008-10-05;6
239;2;2008-10-05;2
247;3;2008-10-05;4
264;3;2008-10-05;7
267;4;2008-10-05;2
268;3;2008-10-05;7
281;2;2008-10-05;2
283;2;2008-10-05;9
288;3;2008-10-05;5
291;4;2008-10-05;5
306;3;2008-10-05;4
311;2;2008-10-05;10
335;5;2008-10-05;4
341;3;2008-10-05;5
343;1;2008-10-05;4
343;3;2008-10-05;2
345;3;2008-10-05;3
346;3;2008-10-05;9
347;5;2008-10-05;3
348;2;2008-10-05;7
357;3;2008-10-05;3
360;2;2008-10-05;4
364;4;2008-10-05;10
368;3;2008-10-05;6
380;2;2008-10-05;4
389;2;2008-10-05;6
392;2;2008-10-05;2
396;3;2008-10-05;4
403;3;2008-10-05;7
404;4;2008-10-05;2
405;3;2008-10-05;7
410;2;2008-10-05;2
411;2;2008-10-05;9
413;3;2008-10-05;5
29;2;2008-10-06;1
49;3;2008-10-06;6
58;1;2008-10-06;2
75;5;2008-10-06;8
78;3;2008-10-06;4
79;3;2008-10-06;3
87;3;2008-10-06;7
88;4;2008-10-06;3
94;3;2008-10-06;2
103;3;2008-10-06;8
108;1;2008-10-06;4
121;2;2008-10-06;2
130;4;2008-10-06;8
131;3;2008-10-06;9
136;3;2008-10-06;5
144;3;2008-10-06;8
153;2;2008-10-06;8
159;2;2008-10-06;10
164;2;2008-10-06;9
167;2;2008-10-06;1
170;2;2008-10-06;9
170;4;2008-10-06;3
173;3;2008-10-06;9
177;4;2008-10-06;7
180;3;2008-10-06;9
185;2;2008-10-06;7
189;2;2008-10-06;4
192;2;2008-10-06;9
207;1;2008-10-06;4
246;2;2008-10-06;5
257;2;2008-10-06;2
258;2;2008-10-06;8
266;3;2008-10-06;8
271;1;2008-10-06;7
274;5;2008-10-06;8
281;3;2008-10-06;7
283;2;2008-10-06;3
302;2;2008-10-06;1
312;3;2008-10-06;6
316;1;2008-10-06;2
323;5;2008-10-06;8
324;3;2008-10-06;4
325;3;2008-10-06;3
328;3;2008-10-06;7
328;4;2008-10-06;3
331;3;2008-10-06;2
335;3;2008-10-06;8
337;1;2008-10-06;4
342;2;2008-10-06;2
345;4;2008-10-06;8
346;3;2008-10-06;9
348;3;2008-10-06;5
351;3;2008-10-06;8
355;2;2008-10-06;8
357;2;2008-10-06;10
360;2;2008-10-06;9
361;2;2008-10-06;1
362;2;2008-10-06;9
363;4;2008-10-06;3
364;3;2008-10-06;9
366;4;2008-10-06;7
367;3;2008-10-06;9
369;2;2008-10-06;7
371;2;2008-10-06;4
372;2;2008-10-06;9
378;1;2008-10-06;4
395;2;2008-10-06;5
400;2;2008-10-06;2
401;2;2008-10-06;8
404;3;2008-10-06;8
406;1;2008-10-06;7
407;5;2008-10-06;8
410;3;2008-10-06;7
411;2;2008-10-06;3
6;3;2008-10-07;5
28;4;2008-10-07;7
30;5;2008-10-07;10
31;3;2008-10-07;6
33;2;2008-10-07;9
33;2;2008-10-07;8
34;1;2008-10-07;6
38;4;2008-10-07;6
44;4;2008-10-07;6
61;1;2008-10-07;8
62;4;2008-10-07;6
68;4;2008-10-07;4
70;4;2008-10-07;4
73;3;2008-10-07;4
92;5;2008-10-07;6
93;3;2008-10-07;6
95;3;2008-10-07;2
119;1;2008-10-07;4
121;2;2008-10-07;9
126;2;2008-10-07;2
129;4;2008-10-07;3
130;1;2008-10-07;2
133;4;2008-10-07;5
137;3;2008-10-07;8
150;2;2008-10-07;7
154;2;2008-10-07;3
158;2;2008-10-07;6
162;3;2008-10-07;1
164;4;2008-10-07;4
166;3;2008-10-07;2
173;5;2008-10-07;5
183;5;2008-10-07;2
184;4;2008-10-07;8
202;3;2008-10-07;6
212;4;2008-10-07;6
223;3;2008-10-07;2
229;3;2008-10-07;6
244;4;2008-10-07;9
258;1;2008-10-07;2
277;5;2008-10-07;4
283;1;2008-10-07;10
283;1;2008-10-07;3
288;5;2008-10-07;9
292;3;2008-10-07;5
302;4;2008-10-07;7
303;5;2008-10-07;10
303;3;2008-10-07;6
304;2;2008-10-07;9
304;2;2008-10-07;8
304;1;2008-10-07;6
306;4;2008-10-07;6
310;4;2008-10-07;6
317;1;2008-10-07;8
318;4;2008-10-07;6
320;4;2008-10-07;4
321;4;2008-10-07;4
322;3;2008-10-07;4
330;5;2008-10-07;6
331;3;2008-10-07;6
332;3;2008-10-07;2
342;1;2008-10-07;4
342;2;2008-10-07;9
344;2;2008-10-07;2
345;4;2008-10-07;3
345;1;2008-10-07;2
347;4;2008-10-07;5
348;3;2008-10-07;8
354;2;2008-10-07;7
355;2;2008-10-07;3
357;2;2008-10-07;6
359;3;2008-10-07;1
360;4;2008-10-07;4
361;3;2008-10-07;2
364;5;2008-10-07;5
368;5;2008-10-07;2
369;4;2008-10-07;8
376;3;2008-10-07;6
381;4;2008-10-07;6
386;3;2008-10-07;2
388;3;2008-10-07;6
395;4;2008-10-07;9
401;1;2008-10-07;2
408;5;2008-10-07;4
411;1;2008-10-07;10
411;1;2008-10-07;3
413;5;2008-10-07;9
4;4;2008-10-08;2
6;2;2008-10-08;5
22;2;2008-10-08;8
27;3;2008-10-08;3
27;5;2008-10-08;8
43;3;2008-10-08;2
44;2;2008-10-08;3
68;1;2008-10-08;1
74;3;2008-10-08;10
75;4;2008-10-08;8
86;3;2008-10-08;9
103;2;2008-10-08;8
106;3;2008-10-08;2
125;4;2008-10-08;8
128;4;2008-10-08;5
138;4;2008-10-08;8
141;5;2008-10-08;5
145;5;2008-10-08;4
152;5;2008-10-08;9
152;2;2008-10-08;10
157;4;2008-10-08;1
160;1;2008-10-08;5
169;5;2008-10-08;7
181;2;2008-10-08;5
188;5;2008-10-08;5
190;3;2008-10-08;6
205;5;2008-10-08;3
214;3;2008-10-08;3
220;1;2008-10-08;9
227;4;2008-10-08;7
231;4;2008-10-08;10
242;4;2008-10-08;6
242;5;2008-10-08;6
259;5;2008-10-08;8
270;3;2008-10-08;6
274;4;2008-10-08;7
276;2;2008-10-08;2
291;4;2008-10-08;2
292;2;2008-10-08;5
299;2;2008-10-08;8
302;3;2008-10-08;3
302;5;2008-10-08;8
309;3;2008-10-08;2
310;2;2008-10-08;3
320;1;2008-10-08;1
322;3;2008-10-08;10
323;4;2008-10-08;8
327;3;2008-10-08;9
